"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype","STNGroups"
"379","SRR7230331","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"380","SRR5005288","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"381","SRR4787725","pMSM",1,0,0,1,"3.7.25","STN"
"382","SRR5006355","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"383","SRR4787175","non-pMSM",1,1,0,0,"3.7.29.1","STN"
"384","SRR4787841","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"385","SRR5006400","non-pMSM",1,1,1,0,"3.6.2","non-STN"
"386","SRR4897090","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"387","SRR5023934","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"388","SRR5024067","pMSM",0,0,0,0,"3.7.29.1.2.1","STN"
"389","SRR4787283","Travel",0,0,0,0,"3.6.2","Travel"
"390","SRR7172426","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"391","SRR4786652","Travel",0,0,0,0,"2.10.1","Travel"
"392","SRR4787761","pMSM",0,0,0,0,"3.7.4","STN"
"393","SRR4788085","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"394","SRR4788074","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"395","SRR5006081","Travel",1,0,1,0,"3.6.1.1","Travel"
"396","SRR5005407","pMSM",1,0,0,1,"3.7.29.1.2.1","STN"
"397","SRR4788138","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"398","SRR4897447","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"399","SRR4787356","Travel",1,1,1,0,"3.7","Travel"
"400","SRR4787199","Travel",0,0,0,0,"3.6.2","Travel"
"401","SRR5024153","Travel",0,0,0,0,"3.6.2","Travel"
"402","SRR7221259","pMSM",1,0,1,0,"3.6.1","non-STN"
"403","SRR4897438","pMSM",0,0,0,0,"3.6.2","non-STN"
"404","SRR4788326","pMSM",1,0,0,1,"3.7.25","STN"
"405","SRR7249737","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"406","SRR4787187","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"407","SRR4787302","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"408","SRR4787342","Travel",1,0,1,0,"3.6.1.1","Travel"
"409","SRR4786908","Travel",0,0,0,0,"2.11.4","Travel"
"410","SRR4788208","Travel",1,1,0,0,"3.6.2","Travel"
"411","SRR4787328","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"412","SRR4787170","Travel",0,0,0,0,"Uncalled","Travel"
"413","SRR5023926","pMSM",1,1,0,0,"3.6.4","non-STN"
"414","SRR5023935","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"415","SRR5006365","non-pMSM",1,1,0,0,"3.6.4","non-STN"
"416","SRR5005438","non-pMSM",1,1,0,0,"3.6.4","non-STN"
"417","SRR7223075","non-pMSM",1,1,0,0,"3.6.3","non-STN"
"418","SRR4788366","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"419","SRR4897609","Travel",1,0,1,0,"3.6.1.1","Travel"
"420","SRR5024486","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"421","SRR4787828","Travel",0,0,0,0,"3.7.25","Travel"
"422","SRR4788177","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"423","SRR4788343","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"424","SRR4897508","Travel",1,1,1,0,"3.7","Travel"
"425","SRR5005355","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"426","SRR5024178","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"427","SRR7184251","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"428","SRR4786404","Travel",0,0,0,0,"3.7.21","Travel"
"429","SRR4897056","Travel",0,0,0,0,"3.7.18","Travel"
"430","SRR5024215","non-pMSM",0,0,0,0,"3.7.15","non-STN"
"431","SRR4897213","pMSM",1,0,1,0,"3.7.18","non-STN"
"432","SRR4786456","non-pMSM",0,0,0,0,"2.7.1","non-STN"
"433","SRR5024491","non-pMSM",1,0,0,1,"3.7.25","STN"
"434","SRR4787884","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"435","SRR5006418","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"436","SRR4787844","non-pMSM",0,0,0,0,NA,"non-STN"
"437","SRR4897422","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"438","SRR7291014","Travel",0,0,0,0,"3.6.2","Travel"
"439","SRR7221254","Travel",0,0,0,0,"3.7.25","Travel"
"440","SRR5005341","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"441","SRR7286661","Travel",0,0,0,0,"3.6.1","Travel"
"442","SRR7251011","pMSM",0,0,0,0,"3.7.30.4","non-STN"
"443","SRR4897212","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"444","SRR7236683","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"445","SRR7204326","non-pMSM",0,0,0,0,"3.7.11","non-STN"
"446","SRR4787437","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"447","SRR4788269","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"448","SRR4897093","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"449","SRR4787849","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"450","SRR7407967","non-pMSM",0,0,0,0,"3.7.25","STN"
"451","SRR7291905","Travel",0,0,0,0,"3.7.6","Travel"
"452","SRR7236575","pMSM",1,0,0,1,"3.7.25","STN"
"453","SRR7215290","pMSM",0,0,0,0,"3.7.4","STN"
"454","SRR7172286","non-pMSM",0,0,0,0,"3.7.11","non-STN"
"455","SRR7172288","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"456","SRR7285538","Travel",0,0,0,0,"3.7.25","Travel"
"457","SRR7223154","non-pMSM",0,0,0,0,"3.7.7","non-STN"
"458","SRR7191536","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"459","SRR7223108","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"460","SRR7187092","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"461","SRR7184323","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"462","SRR7221288","Travel",1,0,1,0,"3.6.1.1","Travel"
"463","SRR7230334","Travel",1,0,1,0,"3.6.1.1","Travel"
"464","SRR7221199","pMSM",0,0,0,0,"3.7.29.1.2.1","STN"
"465","SRR7277743","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"466","SRR7285495","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"467","SRR7186957","Travel",0,0,0,0,"3.7.25","Travel"
"468","SRR7179860","pMSM",1,0,0,1,"3.7.25","STN"
"469","SRR7230392","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"470","SRR7172157","Travel",1,0,1,0,"3.6.1.1","Travel"
"471","SRR7291919","Travel",1,0,1,0,"3.6.1.1","Travel"
"472","SRR7291641","pMSM",1,0,0,1,"3.7.25","STN"
"473","SRR7367422","Travel",1,0,1,0,"3.6.1.1","Travel"
"474","SRR7286514","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"475","SRR7230235","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"476","SRR7172407","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"477","SRR7204212","non-pMSM",0,0,0,0,"2.1.7","non-STN"
"478","SRR7244278","Travel",0,0,0,0,"3.6.2","Travel"
"479","SRR7251085","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"480","SRR7187008","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"481","SRR7367415","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"482","SRR7291622","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"483","SRR7274836","Travel",0,0,0,0,"3.7.16","Travel"
"484","SRR7187899","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"485","SRR7187885","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"486","SRR7172285","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"487","SRR7256971","Travel",0,0,0,0,"3.7.25","Travel"
"488","SRR7230678","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"489","SRR7286576","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"490","SRR7283758","pMSM",0,0,0,0,"3.7.21","non-STN"
"491","SRR7274798","Travel",1,0,1,0,"3.6.1.1","Travel"
"492","SRR7172302","pMSM",1,0,0,1,"3.7.25","STN"
"493","SRR7251462","non-pMSM",0,0,0,0,"3.7.10","non-STN"
"494","SRR7221275","non-pMSM",0,0,0,0,"3.7.26","non-STN"
"495","SRR7204367","Travel",0,0,0,0,"3.6.2","Travel"
"496","SRR7191691","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"497","SRR7215525","Travel",0,0,0,0,"3.6.2","Travel"
"498","SRR7282659","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"499","SRR7286479","non-pMSM",0,0,0,0,"3.7.29.1.2","STN"
"500","SRR7285527","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"501","SRR7221277","Travel",1,0,1,0,"3.7.18","Travel"
"502","SRR7401690","Travel",0,0,0,0,"3.7.10","Travel"
"503","SRR7277797","Travel",0,0,0,0,"3.6.2","Travel"
"504","SRR7286407","Travel",0,0,0,0,"3.6.1","Travel"
"505","SRR7187059","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"506","SRR7244284","pMSM",0,0,0,0,"3.6.2","non-STN"
"507","SRR7266781","Travel",1,0,1,0,"3.7.18","Travel"
"508","SRR7283720","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"509","SRR7358303","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"510","SRR7249727","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"511","SRR7286574","Travel",0,0,0,0,"3.7.16","Travel"
"512","SRR7186920","pMSM",0,0,0,0,"3.7.30.1","non-STN"
"513","SRR7266783","pMSM",1,1,1,0,"3.6.1.1.1","non-STN"
"514","SRR7184387","Travel",1,0,1,0,"3.6.1.1","Travel"
"515","SRR7191644","pMSM",1,0,1,1,"3.6.1.1","STN"
"516","SRR7249694","non-pMSM",0,0,0,0,"3.7","non-STN"
"517","SRR7191703","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"518","SRR7277747","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"519","SRR7291927","pMSM",1,0,1,1,"3.6.1.1","STN"
"520","SRR7221279","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"521","SRR7251033","Travel",1,0,1,0,"3.6.1.1","Travel"
"522","SRR7276956","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"523","SRR7282646","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"524","SRR7179954","pMSM",0,0,0,0,"3.7.16","non-STN"
"525","SRR7191712","Travel",0,0,0,0,"3.7.25","Travel"
"526","SRR7230345","pMSM",1,0,1,0,"3.6.1.1","STN"
"527","SRR7204393","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"528","SRR7285579","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"529","SRR7184245","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"530","SRR7179994","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"531","SRR7265945","Travel",0,0,0,0,"3.6.2","Travel"
"532","SRR7236604","non-pMSM",1,0,1,1,"3.6.1.1","STN"
"533","SRR7172429","Travel",0,0,0,0,"3.6.2","Travel"
"534","SRR7367217","Travel",0,0,0,0,"3.7.10","Travel"
"535","SRR7172412","pMSM",1,0,0,1,"3.7.25","STN"
"536","SRR7230335","Travel",0,0,0,0,"3.7.16","Travel"
"537","SRR7184369","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"538","SRR7230249","Travel",0,0,0,0,"3.7","Travel"
"539","SRR7179825","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"540","SRR7277779","Travel",0,0,0,0,"3.7.28","Travel"
"541","SRR7276912","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"542","SRR7230209","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"543","SRR7285561","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"544","SRR7172445","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"545","SRR7367383","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"546","SRR7184326","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"547","SRR7186934","Travel",1,1,1,0,"3.7.30.1","Travel"
"548","SRR7257089","non-pMSM",1,1,1,0,"3.7.30.1","non-STN"
"549","SRR7223122","Travel",1,0,1,0,"3.7.18","Travel"
"550","SRR7286523","non-pMSM",0,0,0,0,"2","non-STN"
"551","SRR7179878","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"552","SRR7286463","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"553","SRR7172289","non-pMSM",0,0,0,0,"3.4.1","non-STN"
"554","SRR7286685","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"555","SRR7266822","pMSM",0,0,0,0,"3.6.3","non-STN"
"556","SRR7286558","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"557","SRR7277725","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"558","SRR7204244","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"559","SRR7283761","Travel",0,0,0,0,"3.6.3","Travel"
"560","SRR7184249","Travel",1,0,1,0,"3.6.1.1","Travel"
"561","SRR7215527","Travel",0,0,0,0,"3.6.3","Travel"
"562","SRR7286547","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"563","SRR7292623","pMSM",0,0,0,0,NA,"non-STN"
"564","SRR7236622","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"565","SRR7266388","non-pMSM",0,0,0,0,"3.7.29.1.2","STN"
"566","SRR7236650","Travel",0,0,0,0,"3.7.21","Travel"
"567","SRR7265938","Travel",1,0,1,0,"3.6.1.1","Travel"
"568","SRR7286493","non-pMSM",0,0,0,0,"3.7.21","non-STN"
"569","SRR7367562","Travel",1,0,1,0,"3.6.1.1","Travel"
"570","SRR7266777","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"571","SRR7286502","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"572","SRR7286462","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"573","SRR7277003","pMSM",0,0,0,0,"3.6.3","non-STN"
"574","SRR7265978","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"575","SRR7257039","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"576","SRR7187769","Travel",1,0,1,1,"3.6.1.1","Travel"
"577","SRR7191546","non-pMSM",0,0,0,0,"3.7.10","non-STN"
"578","SRR7184229","Travel",0,0,0,0,"3.7.16","Travel"
"579","SRR7191525","Travel",0,0,0,0,"3.6.3","Travel"
"580","SRR7209028","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"581","SRR7358279","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"582","SRR7204386","Travel",0,0,0,0,"3.7.11","Travel"
"583","SRR7282632","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"584","SRR7223125","Travel",0,0,0,0,"3.6.3","Travel"
"585","SRR7184373","non-pMSM",0,0,0,0,NA,"non-STN"
"586","SRR7223115","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"587","SRR7266387","pMSM",0,0,0,0,"3.6.1","non-STN"
"588","SRR7221274","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"589","SRR7283806","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"590","SRR7208637","Travel",0,0,0,0,"3.6.4","Travel"
"591","SRR7286570","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"592","SRR7236642","Travel",0,0,0,0,"3.7.16","Travel"
"593","SRR7230303","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"594","SRR7286374","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"595","SRR7283743","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"596","SRR7244333","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"597","SRR7230374","pMSM",1,0,0,1,"3.7.25","STN"
"598","SRR7172297","Travel",0,0,0,0,"3.6.3","Travel"
"599","SRR7172280","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"600","SRR7266765","pMSM",1,1,1,0,"3.6.1.1","non-STN"
"601","SRR7266795","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"602","SRR7191543","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"603","SRR7358115","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"604","SRR7223060","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"605","SRR7277787","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"606","SRR7282620","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"607","SRR7236584","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"608","SRR7204431","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"609","SRR7179951","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"610","SRR7367421","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"611","SRR7179857","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"612","SRR7184248","Travel",0,0,0,0,"3.7.26","Travel"
"613","SRR7187784","Travel",1,0,1,0,"3.6.1.1","Travel"
"614","SRR7266756","non-pMSM",0,0,0,0,NA,"non-STN"
"615","SRR7407965","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"616","SRR7187927","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"617","SRR7221249","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"618","SRR7291544","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"619","SRR7274819","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"620","SRR7187016","non-pMSM",1,0,1,0,"3.7.18","non-STN"
"621","SRR7283771","Travel",1,1,1,0,"3.6.1.1","Travel"
"622","SRR7172260","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"623","SRR7179826","Travel",0,0,0,0,"3.7.18","Travel"
"624","SRR7204394","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"625","SRR7204424","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"626","SRR7223037","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"627","SRR7172291","pMSM",0,0,0,0,"3.7","non-STN"
"628","SRR7221108","Travel",1,0,1,0,"3.6.1.1","Travel"
"629","SRR7187012","Travel",1,0,1,0,"3.7.18","Travel"
"630","SRR7221262","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"631","SRR7285569","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"632","SRR7187798","Travel",0,0,0,0,"3.7","Travel"
"633","SRR7358041","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"634","SRR7244230","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"635","SRR7184233","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"636","SRR7286249","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"637","SRR7266775","Travel",1,1,0,0,"3.6.4","Travel"
"638","SRR7221253","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"639","SRR7291435","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"640","SRR7230168","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"641","SRR7286562","Travel",0,0,0,0,"3.7.16","Travel"
"642","SRR7223047","non-pMSM",0,0,0,0,NA,"non-STN"
"643","SRR7251414","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"644","SRR7250964","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"645","SRR7230344","pMSM",0,0,0,0,"3.7","non-STN"
"646","SRR7256950","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"647","SRR7286641","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"648","SRR7256802","pMSM",0,0,0,0,"3.7.26","non-STN"
"649","SRR7221094","Travel",0,0,0,0,"3.7.10","Travel"
"650","SRR7367435","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"651","SRR7184338","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"652","SRR7223106","Travel",1,0,1,0,"3.7.18","Travel"
"653","SRR7230247","Travel",0,0,0,0,"3.6.1","Travel"
"654","SRR7274831","Travel",0,0,0,0,"3.7.11","Travel"
"655","SRR7277759","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"656","SRR7187056","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"657","SRR7191719","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"658","SRR7230238","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"659","SRR7277702","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"660","SRR7179968","pMSM",1,0,1,1,"3.6.1.1","STN"
"661","SRR7209033","non-pMSM",0,0,0,0,"2.1","non-STN"
"662","SRR7286480","pMSM",1,0,0,1,"3.7.25","STN"
"663","SRR7221187","non-pMSM",1,0,0,1,"3.7.25","STN"
"664","SRR7184269","Travel",0,0,0,0,"2.4.1","Travel"
"665","SRR7230250","Travel",0,0,0,0,"3.7.21","Travel"
"666","SRR7244287","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"667","SRR7191559","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"668","SRR7286511","non-pMSM",0,0,0,0,"3.7.21","non-STN"
"669","SRR7249749","pMSM",1,0,0,1,"3.7.18","non-STN"
"670","SRR7236565","Travel",0,0,0,0,"3.7.21","Travel"
"671","SRR7215934","Travel",0,0,0,0,"2.11.4","Travel"
"672","SRR7236615","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"673","SRR7230213","Travel",1,0,1,0,"3.6.1.1.3","Travel"
"674","SRR7257087","non-pMSM",0,0,0,0,NA,"non-STN"
"675","SRR7221104","Travel",0,0,0,0,"3.7.21","Travel"
"676","SRR7285408","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"677","SRR7223032","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"678","SRR7249518","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"679","SRR7215935","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"680","SRR7230384","non-pMSM",1,1,0,0,"3.6.3","non-STN"
"681","SRR7266758","Travel",1,0,1,0,"3.6.1.1.3","Travel"
"682","SRR7249712","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"683","SRR7286597","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"684","SRR7277704","pMSM",0,0,0,0,"3.4.1","non-STN"
"685","SRR7250987","Travel",0,0,0,0,"3.6.3","Travel"
"686","SRR7276953","Travel",0,0,0,0,"3.6.3","Travel"
"687","SRR7244247","Travel",0,0,0,0,"3.7.16","Travel"
"688","SRR7283747","Travel",1,0,1,0,"3.6.1.1","Travel"
"689","SRR7223120","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"690","SRR7285425","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"691","SRR7208758","pMSM",0,0,0,0,"3.7.16","non-STN"
"692","SRR7274795","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"693","SRR7277692","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"694","SRR7291646","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"695","SRR7215516","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"696","SRR7256998","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"697","SRR7187847","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"698","SRR7367399","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"699","SRR7250955","non-pMSM",0,0,0,0,NA,"non-STN"
"700","SRR7286360","Travel",0,0,0,0,"3.7.11","Travel"
"701","SRR7257085","pMSM",1,0,0,1,"3.7.25","STN"
"702","SRR7184334","Travel",1,1,1,0,"3.6.3","Travel"
"703","SRR7265855","Travel",1,0,1,0,"3.6.1.1","Travel"
"704","SRR7291630","Travel",0,0,0,0,"3.7.16","Travel"
"705","SRR7249707","Travel",1,0,1,0,"3.6.1.1","Travel"
"706","SRR7274801","pMSM",0,0,0,0,"1.5","non-STN"
"707","SRR7358269","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"708","SRR7236619","Travel",1,0,1,0,"3.6.1.1","Travel"
"709","SRR7283808","Travel",0,0,0,0,"3.6.3","Travel"
"710","SRR7236581","pMSM",0,0,0,0,NA,"non-STN"
"711","SRR7244274","Travel",0,0,0,0,"3.4.1","Travel"
"712","SRR7221276","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"713","SRR7172257","Travel",0,0,0,0,"3.7","Travel"
"714","SRR7277695","pMSM",0,0,0,0,"3.7","non-STN"
"715","SRR7230233","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"716","SRR7282624","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"717","SRR7283678","pMSM",1,0,1,0,"3.6.1.1.3","non-STN"
"718","SRR7215504","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"719","SRR7286398","Travel",1,1,1,1,"3.6.3","Travel"
"720","SRR7204390","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"721","SRR7291559","pMSM",1,0,0,1,"3.7.25","STN"
"722","SRR7286488","pMSM",1,0,0,1,"3.7.29.1.2.1","STN"
"723","SRR7251022","Travel",1,0,1,0,"3.6.1.1","Travel"
"724","SRR7223087","Travel",0,0,0,0,"3.7","Travel"
"725","SRR7286464","Travel",0,0,0,0,"3.7.10","Travel"
"726","SRR7249754","Travel",1,0,1,0,"3.6.1.1","Travel"
"727","SRR7249709","Travel",0,0,0,0,"3.4.1","Travel"
"728","SRR7172271","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"729","SRR7251058","Travel",0,0,0,0,"3.6.3","Travel"
"730","SRR7286535","Travel",1,0,1,0,"3.6.1.1","Travel"
"731","SRR7230162","Travel",1,0,1,0,"3.6.1.1","Travel"
"732","SRR7276888","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"733","SRR7187021","Travel",0,0,0,0,"3.6.2","Travel"
"734","SRR7286631","Travel",0,0,0,0,"3.6","Travel"
"735","SRR7186944","pMSM",0,0,0,0,"3.6.1","non-STN"
"736","SRR7187873","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"737","SRR7290993","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"738","SRR7249713","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"739","SRR7266818","Travel",1,0,1,0,"3.6.1.1","Travel"
"740","SRR7179896","Travel",1,1,1,1,"3.6.3","Travel"
"741","SRR7170925","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"742","SRR7223055","Travel",1,0,1,0,"3.6.1.1","Travel"
"743","SRR7265961","Travel",0,0,0,0,"3","Travel"
"744","SRR7172156","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"745","SRR7367219","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"746","SRR7191548","Travel",1,0,1,0,"3.6.1.1","Travel"
"747","SRR7367210","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"748","SRR7215518","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"749","SRR7184320","Travel",1,1,1,1,"3.6.3","Travel"
"750","SRR7265935","Travel",0,0,0,0,"3.7.26","Travel"
